"GEO_ID","NAME","B01003_001E","B01003_001M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total"
"0500000US38053","McKenzie County, North Dakota","6262","*****"
"0500000US38055","McLean County, North Dakota","8923","*****"
"0500000US38057","Mercer County, North Dakota","8382","*****"
"0500000US38059","Morton County, North Dakota","27076","*****"
"0500000US38061","Mountrail County, North Dakota","7482","*****"
"0500000US38063","Nelson County, North Dakota","3141","*****"
"0500000US38067","Pembina County, North Dakota","7440","*****"
"0500000US38069","Pierce County, North Dakota","4361","*****"
"0500000US38071","Ramsey County, North Dakota","11400","*****"
"0500000US38073","Ransom County, North Dakota","5559","*****"
"0500000US38075","Renville County, North Dakota","2440","*****"
"0500000US38077","Richland County, North Dakota","16382","*****"
"0500000US38079","Rolette County, North Dakota","13885","*****"
"0500000US38081","Sargent County, North Dakota","3909","*****"
"0500000US38085","Sioux County, North Dakota","4149","*****"
"0500000US38089","Stark County, North Dakota","23973","*****"
"0500000US38091","Steele County, North Dakota","1962","*****"
"0500000US38093","Stutsman County, North Dakota","20973","*****"
"0500000US38095","Towner County, North Dakota","2259","*****"
"0500000US38097","Traill County, North Dakota","8172","*****"
"0500000US38099","Walsh County, North Dakota","11196","*****"
"0500000US38101","Ward County, North Dakota","60667","*****"
"0500000US38103","Wells County, North Dakota","4242","*****"
"0500000US38105","Williams County, North Dakota","22046","*****"
"0500000US39001","Adams County, Ohio","28551","*****"
"0500000US39003","Allen County, Ohio","106468","*****"
"0500000US39005","Ashland County, Ohio","53331","*****"
"0500000US39007","Ashtabula County, Ohio","101676","*****"
"0500000US39009","Athens County, Ohio","64562","*****"
"0500000US39011","Auglaize County, Ohio","45986","*****"
"0500000US39013","Belmont County, Ohio","70346","*****"
"0500000US39015","Brown County, Ohio","44688","*****"
"0500000US39017","Butler County, Ohio","366167","*****"
"0500000US39019","Carroll County, Ohio","28913","*****"
"0500000US39021","Champaign County, Ohio","40092","*****"
"0500000US39023","Clark County, Ohio","138782","*****"
"0500000US39025","Clermont County, Ohio","196731","*****"
"0500000US39027","Clinton County, Ohio","42296","*****"
"0500000US39029","Columbiana County, Ohio","108198","*****"
"0500000US39031","Coshocton County, Ohio","36974","*****"
"0500000US39033","Crawford County, Ohio","43998","*****"
"0500000US39035","Cuyahoga County, Ohio","1285279","*****"
"0500000US39037","Darke County, Ohio","52907","*****"
"0500000US39039","Defiance County, Ohio","39066","*****"
"0500000US39041","Delaware County, Ohio","170541","*****"
"0500000US39043","Erie County, Ohio","77223","*****"
"0500000US39045","Fairfield County, Ohio","145167","*****"
"0500000US39047","Fayette County, Ohio","28955","*****"
"0500000US39049","Franklin County, Ohio","1153671","*****"
"0500000US39051","Fulton County, Ohio","42702","*****"
"0500000US39053","Gallia County, Ohio","30954","*****"
"0500000US39055","Geauga County, Ohio","93476","*****"
"0500000US39057","Greene County, Ohio","160940","*****"
"0500000US39059","Guernsey County, Ohio","40219","*****"
"0500000US39061","Hamilton County, Ohio","801223","*****"
"0500000US39063","Hancock County, Ohio","74847","*****"
"0500000US39065","Hardin County, Ohio","32127","*****"
"0500000US39067","Harrison County, Ohio","15864","*****"
"0500000US39069","Henry County, Ohio","28353","*****"
"0500000US39071","Highland County, Ohio","43631","*****"
"0500000US39073","Hocking County, Ohio","29400","*****"
"0500000US39075","Holmes County, Ohio","42264","*****"
"0500000US39077","Huron County, Ohio","59813","*****"
"0500000US39079","Jackson County, Ohio","33176","*****"
"0500000US39081","Jefferson County, Ohio","69672","*****"
"0500000US39083","Knox County, Ohio","60623","*****"
"0500000US39085","Lake County, Ohio","229745","*****"
"0500000US39087","Lawrence County, Ohio","62592","*****"
"0500000US39089","Licking County, Ohio","165110","*****"
"0500000US39091","Logan County, Ohio","45964","*****"
"0500000US39093","Lorain County, Ohio","300491","*****"
"0500000US39095","Lucas County, Ohio","442708","*****"
"0500000US39097","Madison County, Ohio","43151","*****"
"0500000US39099","Mahoning County, Ohio","240131","*****"
"0500000US39101","Marion County, Ohio","66503","*****"
"0500000US39103","Medina County, Ohio","171327","*****"
"0500000US39105","Meigs County, Ohio","23668","*****"
"0500000US39107","Mercer County, Ohio","40918","*****"
"0500000US39109","Miami County, Ohio","102487","*****"
"0500000US39111","Monroe County, Ohio","14709","*****"
"0500000US39113","Montgomery County, Ohio","537409","*****"
"0500000US39115","Morgan County, Ohio","15087","*****"
"0500000US39117","Morrow County, Ohio","34880","*****"
"0500000US39119","Muskingum County, Ohio","85997","*****"
"0500000US39121","Noble County, Ohio","14658","*****"
"0500000US39123","Ottawa County, Ohio","41508","*****"
"0500000US39125","Paulding County, Ohio","19615","*****"
"0500000US39127","Perry County, Ohio","36024","*****"
"0500000US39129","Pickaway County, Ohio","55509","*****"
"0500000US39131","Pike County, Ohio","28685","*****"
