"GEO_ID","NAME","B01003_001E","B01003_001M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total"
"0500000US40123","Pontotoc County, Oklahoma","37873","*****"
"0500000US40125","Pottawatomie County, Oklahoma","70700","*****"
"0500000US40127","Pushmataha County, Oklahoma","11315","*****"
"0500000US40129","Roger Mills County, Oklahoma","3743","*****"
"0500000US40131","Rogers County, Oklahoma","88444","*****"
"0500000US40133","Seminole County, Oklahoma","25460","*****"
"0500000US40135","Sequoyah County, Oklahoma","41720","*****"
"0500000US40137","Stephens County, Oklahoma","44900","*****"
"0500000US40139","Texas County, Oklahoma","21495","*****"
"0500000US40141","Tillman County, Oklahoma","7811","*****"
"0500000US40143","Tulsa County, Oklahoma","616128","*****"
"0500000US40145","Wagoner County, Oklahoma","74767","*****"
"0500000US40147","Washington County, Oklahoma","51564","*****"
"0500000US40149","Washita County, Oklahoma","11622","*****"
"0500000US40151","Woods County, Oklahoma","8958","*****"
"0500000US40153","Woodward County, Oklahoma","20697","*****"
"0500000US41001","Baker County, Oregon","16049","*****"
"0500000US41003","Benton County, Oregon","86034","*****"
"0500000US41005","Clackamas County, Oregon","384697","*****"
"0500000US41007","Clatsop County, Oregon","37236","*****"
"0500000US41009","Columbia County, Oregon","49325","*****"
"0500000US41011","Coos County, Oregon","62678","*****"
"0500000US41013","Crook County, Oregon","20798","*****"
"0500000US41015","Curry County, Oregon","22341","*****"
"0500000US41017","Deschutes County, Oregon","163141","*****"
"0500000US41019","Douglas County, Oregon","107156","*****"
"0500000US41021","Gilliam County, Oregon","1926","*****"
"0500000US41023","Grant County, Oregon","7325","*****"
"0500000US41025","Harney County, Oregon","7253","*****"
"0500000US41027","Hood River County, Oregon","22620","*****"
"0500000US41029","Jackson County, Oregon","206583","*****"
"0500000US41031","Jefferson County, Oregon","21830","*****"
"0500000US41033","Josephine County, Oregon","83021","*****"
"0500000US41035","Klamath County, Oregon","65985","*****"
"0500000US41037","Lake County, Oregon","7854","*****"
"0500000US41039","Lane County, Oregon","354764","*****"
"0500000US41041","Lincoln County, Oregon","46138","*****"
"0500000US41043","Linn County, Oregon","118270","*****"
"0500000US41045","Malheur County, Oregon","30740","*****"
"0500000US41047","Marion County, Oregon","320448","*****"
"0500000US41049","Morrow County, Oregon","11217","*****"
"0500000US41051","Multnomah County, Oregon","757371","*****"
"0500000US41053","Polk County, Oregon","76464","*****"
"0500000US41057","Tillamook County, Oregon","25334","*****"
"0500000US41059","Umatilla County, Oregon","76645","*****"
"0500000US41061","Union County, Oregon","25736","*****"
"0500000US41063","Wallowa County, Oregon","6893","*****"
"0500000US41065","Wasco County, Oregon","25387","*****"
"0500000US41067","Washington County, Oregon","547451","*****"
"0500000US41071","Yamhill County, Oregon","100486","*****"
"0500000US42001","Adams County, Pennsylvania","101566","*****"
"0500000US42003","Allegheny County, Pennsylvania","1229172","*****"
